"t","intercept","y_lag1","y_lag2","F1_lag1","F2_lag1","F3_lag1","F4_lag1","F5_lag1","F6_lag1","F7_lag1","F8_lag1","F1_lag2","F2_lag2","F3_lag2","F4_lag2","F5_lag2","F6_lag2","F7_lag2","F8_lag2","date"
543,0.291847082665171,0.0362584407045971,0.123625439113873,-0.0092036004088332,0.033243571247159,-0.00205336551234325,-0.00147499172789808,0.0221938029556258,0.00959907530738331,-0.00738710358540483,0.0132972785888871,0.00192423628878566,0.0126145025373593,0.000309587797934555,-0.000513634085541622,-0.0158253033022046,0.00763909802497408,-0.00257735047333408,0.0128173223850562,2005-03-01
544,0.292578947492076,0.0371309926351467,0.121143069388522,-0.00917229787192485,0.0333171793581904,-0.00208996046652073,-0.0014574153788849,0.022209925287873,0.00977150740868989,-0.00742603296589252,0.0131967705134031,0.00188689571270944,0.012614151595079,0.000313290384085519,-0.000453049627011575,-0.0157448161917715,0.00761248506584048,-0.00247456056486458,0.012417726651399,2005-04-01
545,0.292177234420134,0.0371559782029007,0.121315070663013,-0.00920728037677869,0.033282968982914,-0.00198968598218238,-0.00151475260517135,0.0221454219833683,0.0100235252089882,-0.00699051214517195,0.0133305457039918,0.0018627507770459,0.0125985866234155,0.000131961102329241,-0.000421841357072457,-0.0158227751639274,0.00764914742479763,-0.00207008392357051,0.0124806980886537,2005-05-01
546,0.290459751239788,0.0382634050256438,0.122685680877927,-0.00939531255876491,0.0331815106269664,-0.00171269731747035,-0.00146228754953093,0.0221906332007443,0.0102646923595494,-0.0067552475070288,0.0134670949258451,0.0019851193556691,0.0124565299437523,0.000206802018411683,-0.000828690299183447,-0.0160600247630564,0.00802085080456098,-0.00176265132397275,0.0121948669792905,2005-06-01
547,0.29020869209952,0.0390129724783333,0.122718252440109,-0.00930089081944313,0.0332163198007084,-0.00178074182472521,-0.00129670293800191,0.0223433004892391,0.0101130099332559,-0.00663471327133077,0.01346988923909,0.00193666533825806,0.012439981896443,0.000517237767967548,-0.00105265078477113,-0.0161017275457926,0.00804516316274324,-0.0016585363095589,0.0122365655155354,2005-07-01
548,0.292661142093595,0.0367144899437513,0.120605725501328,-0.00892384650073706,0.0332588499078581,-0.00261500162874653,-0.000988989866084017,0.0226893366754384,0.0106054055141483,-0.00597919926438306,0.0139661362658584,0.00171732037495742,0.0125667785321767,0.00127754221797799,-0.00138952153246909,-0.0167497022459275,0.00824007908290874,-0.00125476788155435,0.0121885647784753,2005-08-01
549,0.294047274247422,0.0384180695575224,0.11780334895564,-0.00945651642575374,0.0336034642653618,-0.00302862157397325,-0.000690980186367496,0.02254339830125,0.0109367368962375,-0.00577236113667657,0.0138534275314734,0.00176165739944433,0.0125178019184284,0.00259225967173675,-0.00189447983627036,-0.0166448190747188,0.00834472008612255,-0.00132158093634086,0.0118737550288509,2005-09-01
550,0.294739554228352,0.035620388385245,0.123193210872413,-0.00926539289657521,0.0339264746537311,-0.00417805284693261,-0.000389469934978438,0.0237893804804889,0.010350758189227,-0.00526128973706346,0.0136743200215822,0.00170814861909857,0.0125343873955171,0.00239409441151041,-0.00135635626591897,-0.0168733797502568,0.00800178946761339,0.000135009610681595,0.0124369564694992,2005-10-01
551,0.294899185197178,0.0274854442941556,0.126378734564955,-0.00900522765052141,0.0329149208716274,-0.00258328594196436,-0.000421039265772343,0.0225824850555171,0.0122920167723278,-0.00468732428469094,0.0134591397105362,0.00142803329281648,0.01328056969421,0.00216733191474602,-0.00179971326103457,-0.0175427935457479,0.00917675430572694,0.000569038697085624,0.0125760519086181,2005-11-01
552,0.291099219244728,0.0429423060169214,0.116560162882647,-0.00999495093320388,0.0331246227696401,-0.00298550793075433,-0.000983078732895956,0.0239434076389527,0.0128108568419061,-0.00352407259595092,0.0145475900967515,0.00260930179379208,0.0118662556255904,0.00403477562828444,-0.00179095110222226,-0.0202276787670653,0.0100196709144221,0.00070396522842781,0.0130563172969451,2005-12-01
